; classfreq  -v 1 -ci 20 -o $RSAT/public_html/tmp/wwwrun/2014/09/03/peak-motifs.2014-09-03.094519_2014-09-03.094519_gM9GBj/results/discovered_motifs/positions_8nt_m2/peak-motifs_positions_8nt_m2_site_distrib.tab
;	min                 	minimum of class interval (inclusive)
;	max                 	maximum of class interval (exclusive)
;	center              	center of class interval
;	n                   	occurrences
;	n_cum               	cumulative occurrences (inclusive)
;	n_dcum              	decreasing cumulative occurrences (inclusive)
;	f                   	frequencies
;	f_cum               	cumulative frequencies (inclusive)
;	f_dcum              	decreasing cumulative frequencies (inclusive)
#[min	max[	center	n	n_cum	n_dcum	f	f_cum	f_dcum
-380	-360	-370	1	1	4873	0.00021	0.00021	1.00000
-360	-340	-350	1	2	4872	0.00021	0.00041	0.99979
-340	-320	-330	0	2	4871	0.00000	0.00041	0.99959
-320	-300	-310	0	2	4871	0.00000	0.00041	0.99959
-300	-280	-290	0	2	4871	0.00000	0.00041	0.99959
-280	-260	-270	2	4	4871	0.00041	0.00082	0.99959
-260	-240	-250	0	4	4869	0.00000	0.00082	0.99918
-240	-220	-230	2	6	4869	0.00041	0.00123	0.99918
-220	-200	-210	5	11	4867	0.00103	0.00226	0.99877
-200	-180	-190	6	17	4862	0.00123	0.00349	0.99774
-180	-160	-170	5	22	4856	0.00103	0.00451	0.99651
-160	-140	-150	8	30	4851	0.00164	0.00616	0.99549
-140	-120	-130	27	57	4843	0.00554	0.01170	0.99384
-120	-100	-110	30	87	4816	0.00616	0.01785	0.98830
-100	-80	-90	50	137	4786	0.01026	0.02811	0.98215
-80	-60	-70	151	288	4736	0.03099	0.05910	0.97189
-60	-40	-50	394	682	4585	0.08085	0.13995	0.94090
-40	-20	-30	781	1463	4191	0.16027	0.30023	0.86005
-20	0	-10	1064	2527	3410	0.21835	0.51857	0.69977
0	20	10	1063	3590	2346	0.21814	0.73671	0.48143
20	40	30	685	4275	1283	0.14057	0.87728	0.26329
40	60	50	345	4620	598	0.07080	0.94808	0.12272
60	80	70	121	4741	253	0.02483	0.97291	0.05192
80	100	90	38	4779	132	0.00780	0.98071	0.02709
100	120	110	31	4810	94	0.00636	0.98707	0.01929
120	140	130	23	4833	63	0.00472	0.99179	0.01293
140	160	150	15	4848	40	0.00308	0.99487	0.00821
160	180	170	11	4859	25	0.00226	0.99713	0.00513
180	200	190	7	4866	14	0.00144	0.99856	0.00287
200	220	210	3	4869	7	0.00062	0.99918	0.00144
220	240	230	2	4871	4	0.00041	0.99959	0.00082
240	260	250	2	4873	2	0.00041	1.00000	0.00041
; Statistics:
; -----------
; class interval     	20
; classes            	32
; count              	4873
; sum                	-7401.5
; mean               	-1.51888
; median class       	[-40..-20[
; var                	1.91e+03
; std                	43.7565
; min                	-367.5
; max                	255.5
; range              	623
; Host name	rsat
; Job started	2014-09-03.103426
; Job done	2014-09-03.103426
; Seconds	0.29
;	user	0.29
;	system	0.01
;	cuser	0
;	csystem	0
