; classfreq  -v 1 -ci 20 -o $RSAT/public_html/tmp/wwwrun/2014/09/03/peak-motifs.2014-09-03.094519_2014-09-03.094519_gM9GBj/results/discovered_motifs/positions_7nt_m5/peak-motifs_positions_7nt_m5_site_distrib.tab
;	min                 	minimum of class interval (inclusive)
;	max                 	maximum of class interval (exclusive)
;	center              	center of class interval
;	n                   	occurrences
;	n_cum               	cumulative occurrences (inclusive)
;	n_dcum              	decreasing cumulative occurrences (inclusive)
;	f                   	frequencies
;	f_cum               	cumulative frequencies (inclusive)
;	f_dcum              	decreasing cumulative frequencies (inclusive)
#[min	max[	center	n	n_cum	n_dcum	f	f_cum	f_dcum
-280	-260	-270	1	1	2698	0.00037	0.00037	1.00000
-260	-240	-250	0	1	2697	0.00000	0.00037	0.99963
-240	-220	-230	0	1	2697	0.00000	0.00037	0.99963
-220	-200	-210	2	3	2697	0.00074	0.00111	0.99963
-200	-180	-190	6	9	2695	0.00222	0.00334	0.99889
-180	-160	-170	6	15	2689	0.00222	0.00556	0.99666
-160	-140	-150	13	28	2683	0.00482	0.01038	0.99444
-140	-120	-130	13	41	2670	0.00482	0.01520	0.98962
-120	-100	-110	22	63	2657	0.00815	0.02335	0.98480
-100	-80	-90	28	91	2635	0.01038	0.03373	0.97665
-80	-60	-70	88	179	2607	0.03262	0.06635	0.96627
-60	-40	-50	203	382	2519	0.07524	0.14159	0.93365
-40	-20	-30	392	774	2316	0.14529	0.28688	0.85841
-20	0	-10	592	1366	1924	0.21942	0.50630	0.71312
0	20	10	588	1954	1332	0.21794	0.72424	0.49370
20	40	30	386	2340	744	0.14307	0.86731	0.27576
40	60	50	184	2524	358	0.06820	0.93551	0.13269
60	80	70	93	2617	174	0.03447	0.96998	0.06449
80	100	90	32	2649	81	0.01186	0.98184	0.03002
100	120	110	12	2661	49	0.00445	0.98629	0.01816
120	140	130	14	2675	37	0.00519	0.99148	0.01371
140	160	150	6	2681	23	0.00222	0.99370	0.00852
160	180	170	10	2691	17	0.00371	0.99741	0.00630
180	200	190	0	2691	7	0.00000	0.99741	0.00259
200	220	210	2	2693	7	0.00074	0.99815	0.00259
220	240	230	0	2693	5	0.00000	0.99815	0.00185
240	260	250	4	2697	5	0.00148	0.99963	0.00185
260	280	270	0	2697	1	0.00000	0.99963	0.00037
280	300	290	0	2697	1	0.00000	0.99963	0.00037
300	320	310	0	2697	1	0.00000	0.99963	0.00037
320	340	330	0	2697	1	0.00000	0.99963	0.00037
340	360	350	1	2698	1	0.00037	1.00000	0.00037
; Statistics:
; -----------
; class interval     	20
; classes            	32
; count              	2698
; sum                	-3677
; mean               	-1.36286
; median class       	[-40..-20[
; var                	2.1e+03
; std                	45.8214
; min                	-280
; max                	346
; range              	626
; Host name	rsat
; Job started	2014-09-03.103042
; Job done	2014-09-03.103042
; Seconds	0.28
;	user	0.28
;	system	0.01
;	cuser	0
;	csystem	0
