; matrix-scan  -v 1 -quick -seq_format fasta -i $RSAT/public_html/tmp/wwwrun/2014/09/03/peak-motifs.2014-09-03.182940_2014-09-03.182940_LkVj4M/data/sequences/peak-motifs_test_maxlen400.fasta -matrix_format transfac -m $RSAT/public_html/tmp/wwwrun/2014/09/03/peak-motifs.2014-09-03.182940_2014-09-03.182940_LkVj4M/results/discovered_motifs/oligos_7nt_mkv5_m3/peak-motifs_oligos_7nt_mkv5_m3.tf -pseudo 1 -2str -decimals 1 -bg_pseudo 0.01 -n score -lth score -5 -bginput -markov 1 -return distrib -return occ_proba -o $RSAT/public_html/tmp/wwwrun/2014/09/03/peak-motifs.2014-09-03.182940_2014-09-03.182940_LkVj4M/results/discovered_motifs/oligos_7nt_mkv5_m3/peak-motifs_oligos_7nt_mkv5_m3_scan_mkv1_enrichment.tab
; Quick counting mode          
; Input files
;	input	/home/rsat/rsat/public_html/tmp/wwwrun/2014/09/03/peak-motifs.2014-09-03.182940_2014-09-03.182940_LkVj4M/data/sequences/peak-motifs_test_maxlen400.fasta
; Matrix files
;	matrix 1	/home/rsat/rsat/public_html/tmp/wwwrun/2014/09/03/peak-motifs.2014-09-03.182940_2014-09-03.182940_LkVj4M/results/discovered_motifs/oligos_7nt_mkv5_m3/peak-motifs_oligos_7nt_mkv5_m3.tf
; Sequence format      	fasta
; Output files
;	output	/home/rsat/rsat/public_html/tmp/wwwrun/2014/09/03/peak-motifs.2014-09-03.182940_2014-09-03.182940_LkVj4M/results/discovered_motifs/oligos_7nt_mkv5_m3/peak-motifs_oligos_7nt_mkv5_m3_scan_mkv1_enrichment.tab
; Pseudo counts        	1
; Background model
;	Method        	input
;	Markov order  	1
;	Strand        	undef
;	Background pseudo-frequency	0.01
;	Residue probabilities
;		a	0.28671
;		c	0.21298
;		g	0.21277
;		t	0.28754
; Thresholds	lower	upper
;	score 	-5   	NA
;
; Matrices
;	matrix	name              	ncol	nrow	pseudo	Wmin	Wmax	Wrange
;	1	oligos_7nt_mkv5_m3	12	4	1	-61.900	12.800	74.700	a:0.287 c:0.213 g:0.213 t:0.288 
;
; Score distribution
#matrix	score	occ	occ_cum	inv_cum	inv_cum_freq	occ_prior	exp_occ	occ_Pval	occ_Eval	occ_sig	occ_sig_rank
oligos_7nt_mkv5_m3	-5.0	776	20357962	58026	2.842185e-03	1.897794e-03	38745.33	0.000000e+00	0.000000e+00	350.00	1
oligos_7nt_mkv5_m3	-4.9	935	20358897	57091	2.796387e-03	1.851614e-03	37802.53	0.000000e+00	0.000000e+00	350.00	2
oligos_7nt_mkv5_m3	-4.8	824	20359721	56267	2.756027e-03	1.811690e-03	36987.43	0.000000e+00	0.000000e+00	350.00	3
oligos_7nt_mkv5_m3	-4.7	788	20360509	55479	2.717430e-03	1.763300e-03	35999.50	0.000000e+00	0.000000e+00	350.00	4
oligos_7nt_mkv5_m3	-4.6	896	20361405	54583	2.673542e-03	1.719272e-03	35100.63	0.000000e+00	0.000000e+00	350.00	5
oligos_7nt_mkv5_m3	-4.5	827	20362232	53756	2.633035e-03	1.683026e-03	34360.64	0.000000e+00	0.000000e+00	350.00	6
oligos_7nt_mkv5_m3	-4.4	794	20363026	52962	2.594144e-03	1.637207e-03	33425.20	0.000000e+00	0.000000e+00	350.00	7
oligos_7nt_mkv5_m3	-4.3	881	20363907	52081	2.550991e-03	1.596980e-03	32603.92	0.000000e+00	0.000000e+00	350.00	8
oligos_7nt_mkv5_m3	-4.2	768	20364675	51313	2.513374e-03	1.555869e-03	31764.59	0.000000e+00	0.000000e+00	350.00	9
oligos_7nt_mkv5_m3	-4.1	934	20365609	50379	2.467625e-03	1.505251e-03	30731.19	0.000000e+00	0.000000e+00	350.00	10
oligos_7nt_mkv5_m3	-4.0	912	20366521	49467	2.422954e-03	1.466539e-03	29940.84	0.000000e+00	0.000000e+00	350.00	11
oligos_7nt_mkv5_m3	-3.9	947	20367468	48520	2.376569e-03	1.423209e-03	29056.22	0.000000e+00	0.000000e+00	350.00	12
oligos_7nt_mkv5_m3	-3.8	894	20368362	47626	2.332780e-03	1.379091e-03	28155.51	0.000000e+00	0.000000e+00	350.00	13
oligos_7nt_mkv5_m3	-3.7	946	20369308	46680	2.286444e-03	1.334793e-03	27251.11	0.000000e+00	0.000000e+00	350.00	14
oligos_7nt_mkv5_m3	-3.6	996	20370304	45684	2.237658e-03	1.297277e-03	26485.19	0.000000e+00	0.000000e+00	350.00	15
