; matrix-scan  -v 1 -quick -seq_format fasta -i $RSAT/public_html/tmp/wwwrun/2014/09/03/peak-motifs.2014-09-03.182940_2014-09-03.182940_LkVj4M/data/sequences/peak-motifs_test_maxlen400.fasta -matrix_format transfac -m $RSAT/public_html/tmp/wwwrun/2014/09/03/peak-motifs.2014-09-03.182940_2014-09-03.182940_LkVj4M/results/discovered_motifs/positions_7nt_m1/peak-motifs_positions_7nt_m1.tf -pseudo 1 -2str -decimals 1 -bg_pseudo 0.01 -n score -lth score -5 -bginput -markov 1 -return distrib -return occ_proba -o $RSAT/public_html/tmp/wwwrun/2014/09/03/peak-motifs.2014-09-03.182940_2014-09-03.182940_LkVj4M/results/discovered_motifs/positions_7nt_m1/peak-motifs_positions_7nt_m1_scan_mkv1_enrichment.tab
; Quick counting mode          
; Input files
;	input	/home/rsat/rsat/public_html/tmp/wwwrun/2014/09/03/peak-motifs.2014-09-03.182940_2014-09-03.182940_LkVj4M/data/sequences/peak-motifs_test_maxlen400.fasta
; Matrix files
;	matrix 1	/home/rsat/rsat/public_html/tmp/wwwrun/2014/09/03/peak-motifs.2014-09-03.182940_2014-09-03.182940_LkVj4M/results/discovered_motifs/positions_7nt_m1/peak-motifs_positions_7nt_m1.tf
; Sequence format      	fasta
; Output files
;	output	/home/rsat/rsat/public_html/tmp/wwwrun/2014/09/03/peak-motifs.2014-09-03.182940_2014-09-03.182940_LkVj4M/results/discovered_motifs/positions_7nt_m1/peak-motifs_positions_7nt_m1_scan_mkv1_enrichment.tab
; Pseudo counts        	1
; Background model
;	Method        	input
;	Markov order  	1
;	Strand        	undef
;	Background pseudo-frequency	0.01
;	Residue probabilities
;		a	0.28671
;		c	0.21298
;		g	0.21277
;		t	0.28754
; Thresholds	lower	upper
;	score 	-5   	NA
;
; Matrices
;	matrix	name            	ncol	nrow	pseudo	Wmin	Wmax	Wrange
;	1	positions_7nt_m1	15	4	1	-44.800	15.700	60.500	a:0.287 c:0.213 g:0.213 t:0.288 
;
; Score distribution
#matrix	score	occ	occ_cum	inv_cum	inv_cum_freq	occ_prior	exp_occ	occ_Pval	occ_Eval	occ_sig	occ_sig_rank
positions_7nt_m1	-5.0	8370	19872876	284884	1.413272e-02	1.234875e-02	248923.22	0.000000e+00	0.000000e+00	350.00	1
positions_7nt_m1	-4.9	7978	19880854	276906	1.373694e-02	1.189376e-02	239751.55	0.000000e+00	0.000000e+00	350.00	2
positions_7nt_m1	-4.8	8022	19888876	268884	1.333898e-02	1.153301e-02	232479.66	0.000000e+00	0.000000e+00	350.00	3
positions_7nt_m1	-4.7	7629	19896505	261255	1.296052e-02	1.110346e-02	223820.81	0.000000e+00	0.000000e+00	350.00	4
positions_7nt_m1	-4.6	7445	19903950	253810	1.259118e-02	1.072551e-02	216202.17	0.000000e+00	0.000000e+00	350.00	5
positions_7nt_m1	-4.5	7497	19911447	246313	1.221927e-02	1.039606e-02	209561.25	0.000000e+00	0.000000e+00	350.00	6
positions_7nt_m1	-4.4	6918	19918365	239395	1.187607e-02	1.000422e-02	201662.65	0.000000e+00	0.000000e+00	350.00	7
positions_7nt_m1	-4.3	6899	19925264	232496	1.153382e-02	9.691717e-03	195363.30	0.000000e+00	0.000000e+00	350.00	8
positions_7nt_m1	-4.2	6582	19931846	225914	1.120730e-02	9.356675e-03	188609.60	0.000000e+00	0.000000e+00	350.00	9
positions_7nt_m1	-4.1	6391	19938237	219523	1.089025e-02	8.998564e-03	181390.89	0.000000e+00	0.000000e+00	350.00	10
positions_7nt_m1	-4.0	6191	19944428	213332	1.058312e-02	8.715019e-03	175675.26	0.000000e+00	0.000000e+00	350.00	11
positions_7nt_m1	-3.9	6123	19950551	207209	1.027937e-02	8.378246e-03	168886.67	0.000000e+00	0.000000e+00	350.00	12
positions_7nt_m1	-3.8	5979	19956530	201230	9.982757e-03	8.084076e-03	162956.86	0.000000e+00	0.000000e+00	350.00	13
positions_7nt_m1	-3.7	5686	19962216	195544	9.700682e-03	7.797481e-03	157179.74	0.000000e+00	0.000000e+00	350.00	14
positions_7nt_m1	-3.6	5542	19967758	190002	9.425750e-03	7.546016e-03	152110.76	0.000000e+00	0.000000e+00	350.00	15
positions_7nt_m1	-3.5	5237	19972995	184765	9.165949e-03	7.277036e-03	146688.73	0.000000e+00	0.000000e+00	350.00	16
